Data,Região,Fonte_Energia,Geração_MWh,Custo_Operacional_BRL,Status_Operacao,Ano,Mes,Custo_por_MWh
2025-05-02 20:23:43.422100,Nordeste,Termelétrica,390.53,24231.42,Normal,2025,5,62.047525158118454
2024-01-04 20:23:43.422100,Nordeste,Hidrelétrica,519.47,13950.92,Manutenção,2024,1,26.856064835312914
2022-03-13 20:23:43.422100,Sudeste,Hidrelétrica,420.26,11064.86,Falha,2022,3,26.328606100985105
2024-11-26 20:23:43.422100,Sudeste,Hidrelétrica,549.95,7666.87,Manutenção,2024,11,13.941031002818436
2021-12-10 20:23:43.422100,Sudeste,Hidrelétrica,880.56,16568.62,Manutenção,2021,12,18.816003452348504
2023-01-16 20:23:43.422100,Centro-Oeste,Hidrelétrica,365.22,13752.13,Manutenção,2023,1,37.654372706861615
2025-08-21 20:23:43.422100,Sudeste,Hidrelétrica,181.79,21679.94,Normal,2025,8,119.25815501402717
2022-10-27 20:23:43.422100,Sudeste,Hidrelétrica,680.14,15827.38,Normal,2022,10,23.270767783103476
2025-12-12 20:23:43.422100,Sul,Hidrelétrica,687.45,3410.49,Normal,2025,12,4.961073532620554
2023-10-10 20:23:43.422100,Nordeste,Hidrelétrica,591.76,22877.37,Normal,2023,10,38.659879005002026
2024-07-13 20:23:43.422100,Nordeste,Hidrelétrica,609.31,16697.93,Normal,2024,7,27.404654445192104
2023-08-12 20:23:43.422100,Norte,Hidrelétrica,585.34,18822.87,Normal,2023,8,32.15715652441316
2024-08-23 20:23:43.422100,Sudeste,Termelétrica,527.7,22957.74,Normal,2024,8,43.50528709494031
2023-08-21 20:23:43.422100,Sudeste,Solar,474.68,2366.72,Normal,2023,8,4.985927361590966
2022-01-11 20:23:43.422100,Nordeste,Termelétrica,481.12,15324.17,Manutenção,2022,1,31.851035084802128
2021-12-30 20:23:43.422100,Centro-Oeste,Nuclear,484.34,17780.41,Normal,2021,12,36.710595862410706
2024-01-01 20:23:43.422100,Nordeste,Hidrelétrica,457.71,19135.1,Normal,2024,1,41.80616547595639
2026-02-11 20:23:43.422100,Nordeste,Eólica,845.44,17147.84,Normal,2026,2,20.282740348221044
2021-06-12 20:23:43.422100,Sul,Hidrelétrica,547.78,10420.3,Normal,2021,6,19.022782869035012
2024-08-21 20:23:43.422100,Sudeste,Termelétrica,377.89,19622.67,Normal,2024,8,51.92693641006642
2025-12-25 20:23:43.422100,Norte,Hidrelétrica,475.26,23958.03,Normal,2025,12,50.41036485292261
2024-12-03 20:23:43.422100,Nordeste,Hidrelétrica,887.63,18657.3,Manutenção,2024,12,21.01923098588376
2024-08-21 20:23:43.422100,Norte,Nuclear,504.57565429321335,17297.0,Normal,2024,8,34.28029048335448
2021-07-14 20:23:43.422100,Sudeste,Termelétrica,367.48,5353.23,Normal,2021,7,14.567405028845105
2022-04-17 20:23:43.422100,Centro-Oeste,Hidrelétrica,428.04,13463.99,Normal,2022,4,31.454980842911876
2023-09-19 20:23:43.422100,Sul,Hidrelétrica,501.2777455853984,13631.83,Normal,2023,9,27.194165550039685
2026-01-31 20:23:43.422100,Sudeste,Termelétrica,521.76,15418.24,Normal,2026,1,29.55044464888071
2021-10-05 20:23:43.422100,Sudeste,Hidrelétrica,619.55,10284.56,Normal,2021,10,16.60004842224195
2025-05-02 20:23:43.422100,Sudeste,Termelétrica,360.63,16174.08,Normal,2025,5,44.84951335163464
2021-08-31 20:23:43.422100,Sudeste,Termelétrica,742.36,11099.32,Normal,2021,8,14.95139824343984
2023-02-14 20:23:43.422100,Nordeste,Hidrelétrica,559.31,21152.14,Normal,2023,2,37.81827609018255
2023-06-22 20:23:43.422100,Sudeste,Hidrelétrica,380.59,14469.38,Normal,2023,6,38.01828739588534
2025-01-03 20:23:43.422100,Sudeste,Hidrelétrica,485.31,22358.74,Normal,2025,1,46.07104737178299
2023-07-31 20:23:43.422100,Centro-Oeste,Hidrelétrica,884.7,14638.42,Normal,2023,7,16.54619645077427
2024-12-25 20:23:43.422100,Nordeste,Eólica,469.73,9898.31,Normal,2024,12,21.072339429033697
2021-08-05 20:23:43.422100,Nordeste,Solar,563.79,10712.05,Normal,2021,8,19.000070948402772
2026-01-06 20:23:43.422100,Nordeste,Hidrelétrica,712.85,13731.66,Normal,2026,1,19.263042715858877
2021-06-08 20:23:43.422100,Norte,Hidrelétrica,509.31,16063.55,Normal,2021,6,31.539828395279887
2024-11-26 20:23:43.422100,Sul,Hidrelétrica,716.98,21698.69,Normal,2024,11,30.26401015370024
2023-10-17 20:23:43.422100,Sudeste,Hidrelétrica,459.35,25740.56,Manutenção,2023,10,56.0369217372374
2022-11-29 20:23:43.422100,Sudeste,Eólica,509.53,14627.52,Normal,2022,11,28.707868035248172
2024-07-29 20:23:43.422100,Sudeste,Termelétrica,474.93,24353.39,Normal,2024,7,51.27785147284863
2023-05-10 20:23:43.422100,Sudeste,Hidrelétrica,527.09,14549.09,Normal,2023,5,27.602667476142592
2021-06-20 20:23:43.422100,Sul,Termelétrica,443.06,14141.1,Normal,2021,6,31.916896131449466
2023-08-21 20:23:43.422100,Centro-Oeste,Hidrelétrica,746.59,17261.63,Normal,2023,8,23.12062845738625
2022-05-09 20:23:43.422100,Sudeste,Termelétrica,451.41,11109.23,Normal,2022,5,24.61006623690215
2022-03-26 20:23:43.422100,Centro-Oeste,Hidrelétrica,597.44,19026.74,Normal,2022,3,31.84711435457954
2022-05-26 20:23:43.422100,Sul,Termelétrica,588.61,12324.51,Normal,2022,5,20.938329284245935
2022-06-28 20:23:43.422100,Sul,Termelétrica,523.03,7002.07,Normal,2022,6,13.387511232625279
2022-01-01 20:23:43.422100,Sul,Solar,177.07,13966.08,Falha,2022,1,78.8732139831705
2021-10-16 20:23:43.422100,Norte,Hidrelétrica,594.32,12853.47,Manutenção,2021,10,21.627187373805356
2025-11-23 20:23:43.422100,Nordeste,Hidrelétrica,341.56,7552.82,Normal,2025,11,22.112718116875513
2024-01-11 20:23:43.422100,Nordeste,Eólica,620.75,14201.49,Normal,2024,1,22.87795408779702
2024-10-13 20:23:43.422100,Centro-Oeste,Hidrelétrica,645.39,16045.13,Normal,2024,10,24.861138226498706
2024-02-07 20:23:43.422100,Centro-Oeste,Solar,508.32,18423.87,Manutenção,2024,2,36.24462936732767
2024-02-15 20:23:43.422100,Nordeste,Solar,198.04,19443.05,Normal,2024,2,98.17738840638255
2025-11-30 20:23:43.422100,Sudeste,Hidrelétrica,261.27,12436.47,Normal,2025,11,47.60006889424733
2025-11-23 20:23:43.422100,Nordeste,Hidrelétrica,685.39,21970.34,Normal,2025,11,32.05523862326559
2023-09-03 20:23:43.422100,Sul,Hidrelétrica,307.32,10672.32,Normal,2023,9,34.72705974228817
2023-04-11 20:23:43.422100,Nordeste,Eólica,621.67,24596.57,Normal,2023,4,39.56531600366754
2025-06-20 20:23:43.422100,Centro-Oeste,Hidrelétrica,407.72,21014.69,Normal,2025,6,51.54196507407043
2024-02-26 20:23:43.422100,Sudeste,Hidrelétrica,563.07,12656.52,Falha,2024,2,22.47770259470403
2022-05-19 20:23:43.422100,Sudeste,Hidrelétrica,501.2777455853984,14184.75,Normal,2022,5,28.297186789002318
2024-03-01 20:23:43.422100,Norte,Eólica,465.8,10789.76,Normal,2024,3,23.16393301846286
2025-02-04 20:23:43.422100,Sudeste,Termelétrica,579.46,16862.43,Normal,2025,2,29.10024850723087
2024-07-28 20:23:43.422100,Sudeste,Termelétrica,666.85,10204.25,Normal,2024,7,15.302166904101371
2023-11-02 20:23:43.422100,Sul,Hidrelétrica,392.67,12390.0,Normal,2023,11,31.55321262128505
2021-10-02 20:23:43.422100,Sul,Solar,524.2,21039.51,Normal,2021,10,40.13641739793971
2024-07-01 20:23:43.422100,Sudeste,Termelétrica,500.334956382848,16169.08,Normal,2024,7,32.316510756901195
2024-03-02 20:23:43.422100,Sul,Eólica,620.36,16327.24,Normal,2024,3,26.318976078406084
2023-01-22 20:23:43.422100,Sudeste,Hidrelétrica,649.9,13646.36,Normal,2023,1,20.997630404677643
2026-05-25 20:23:43.422100,Sul,Termelétrica,413.08,12482.38,Normal,2026,5,30.217827055291952
2025-03-30 20:23:43.422100,Sul,Nuclear,571.23,10751.77,Normal,2025,3,18.822138193022074
2024-03-07 20:23:43.422100,Sudeste,Hidrelétrica,665.73,7270.1,Normal,2024,3,10.920493293076774
2021-07-18 20:23:43.422100,Centro-Oeste,Solar,383.03,17396.62,Normal,2021,7,45.41842675508446
2024-04-15 20:23:43.422100,Nordeste,Hidrelétrica,379.28,26912.46,Normal,2024,4,70.95670744568656
2025-06-22 20:23:43.422100,Sul,Hidrelétrica,525.5,12611.17,Normal,2025,6,23.998420551855375
2025-01-07 20:23:43.422100,Sudeste,Hidrelétrica,299.71,11632.27,Normal,2025,1,38.811751359647666
2025-01-08 20:23:43.422100,Nordeste,Hidrelétrica,563.01,17723.8,Normal,2025,1,31.48043551624305
2026-03-13 20:23:43.422100,Nordeste,Eólica,548.79,13269.33,Normal,2026,3,24.17924889301919
2023-07-16 20:23:43.422100,Sudeste,Hidrelétrica,688.71,19027.24,Normal,2023,7,27.627361298659814
2025-04-28 20:23:43.422100,Centro-Oeste,Hidrelétrica,732.83,20241.9,Normal,2025,4,27.621549336135256
2026-04-25 20:23:43.422100,Norte,Hidrelétrica,411.59,16530.63,Normal,2026,4,40.16285624043345
2023-08-20 20:23:43.422100,Nordeste,Termelétrica,519.58,13877.37,Normal,2023,8,26.70882251048924
2025-11-20 20:23:43.422100,Sudeste,Hidrelétrica,486.62,6656.7,Normal,2025,11,13.679462414204101
2025-04-26 20:23:43.422100,Nordeste,Eólica,551.94,8104.55,Normal,2025,4,14.683751857085914
2025-02-26 20:23:43.422100,Sudeste,Eólica,308.58,21588.35,Falha,2025,2,69.96030202864735
2025-11-29 20:23:43.422100,Sudeste,Solar,604.32,16188.14,Normal,2025,11,26.787364310299175
2022-07-22 20:23:43.422100,Sudeste,Hidrelétrica,624.91,14732.7,Normal,2022,7,23.575714902946025
2024-09-15 20:23:43.422100,Nordeste,Hidrelétrica,457.58,15929.74,Normal,2024,9,34.813016303160104
2024-02-05 20:23:43.422100,Norte,Termelétrica,194.89,17757.54,Normal,2024,2,91.11570629585921
2023-08-31 20:23:43.422100,Sudeste,Hidrelétrica,407.01,11314.48,Normal,2023,8,27.79902213704823
2024-03-18 20:23:43.422100,Sudeste,Hidrelétrica,432.76,18315.86,Manutenção,2024,3,42.32336630002773
2022-12-16 20:23:43.422100,Nordeste,Solar,484.87,24571.47,Normal,2022,12,50.676408109390145
2022-06-03 20:23:43.422100,Centro-Oeste,Solar,472.79,12974.09,Normal,2022,6,27.44154910213837
2023-12-20 20:23:43.422100,Sul,Termelétrica,281.24,15253.51,Normal,2023,12,54.23663063575594
2023-03-20 20:23:43.422100,Sul,Hidrelétrica,526.27,18968.03,Normal,2023,3,36.04239268816387
2025-05-22 20:23:43.422100,Centro-Oeste,Termelétrica,623.48,11910.29,Normal,2025,5,19.102922307050747
2024-01-22 20:23:43.422100,Norte,Solar,416.45,15873.23,Normal,2024,1,38.1155720974907
2025-01-20 20:23:43.422100,Nordeste,Eólica,475.04,15317.62,Normal,2025,1,32.24490569215224
2024-08-01 20:23:43.422100,Nordeste,Hidrelétrica,492.75,16713.24,Normal,2024,8,33.91829528158296
2021-12-16 20:23:43.422100,Nordeste,Eólica,706.92,17833.39,Normal,2021,12,25.226885644768856
2025-05-27 20:23:43.422100,Centro-Oeste,Hidrelétrica,414.15,11993.05,Normal,2025,5,28.958227695279486
2022-04-06 20:23:43.422100,Sudeste,Nuclear,543.63,18806.92,Normal,2022,4,34.595073855379574
2021-09-22 20:23:43.422100,Nordeste,Solar,587.49,8910.97,Falha,2021,9,15.167866687092545
2026-01-12 20:23:43.422100,Sul,Eólica,442.41,19317.61,Normal,2026,1,43.66449673379896
2023-12-21 20:23:43.422100,Sudeste,Termelétrica,347.52,9630.59,Manutenção,2023,12,27.712333103130756
2022-12-24 20:23:43.422100,Sudeste,Eólica,481.24,15084.77,Normal,2022,12,31.34562796110049
2022-01-27 20:23:43.422100,Sul,Hidrelétrica,165.96,14169.54,Normal,2022,1,85.37924801156906
2022-11-16 20:23:43.422100,Sudeste,Hidrelétrica,540.02,11968.06,Normal,2022,11,22.162253249879633
2025-11-09 20:23:43.422100,Sul,Nuclear,364.61,17870.02,Normal,2025,11,49.011327171498316
2021-08-11 20:23:43.422100,Nordeste,Termelétrica,393.21,10695.69,Normal,2021,8,27.200961318379495
2022-06-18 20:23:43.422100,Nordeste,Termelétrica,815.36,12417.56,Normal,2022,6,15.22954277864992
2024-10-13 20:23:43.422100,Sudeste,Hidrelétrica,533.75,10974.43,Normal,2024,10,20.560992974238875
2022-09-15 20:23:43.422100,Sudeste,Hidrelétrica,448.07,15375.13,Falha,2022,9,34.314125025107685
2022-07-20 20:23:43.422100,Nordeste,Hidrelétrica,469.22,16842.73,Normal,2022,7,35.89516644644303
2022-05-10 20:23:43.422100,Sudeste,Termelétrica,589.24,12213.81,Normal,2022,5,20.728073450546464
2025-08-28 20:23:43.422100,Norte,Hidrelétrica,490.33,14635.13,Normal,2025,8,29.847510860033037
2023-02-27 20:23:43.422100,Sudeste,Hidrelétrica,329.55,18945.51,Normal,2023,2,57.48903049613108
2023-12-23 20:23:43.422100,Centro-Oeste,Hidrelétrica,475.26,17367.09,Normal,2023,12,36.54229263981821
2024-01-08 20:23:43.422100,Sudeste,Termelétrica,510.52,22832.67,Normal,2024,1,44.72433988874089
2023-10-21 20:23:43.422100,Centro-Oeste,Eólica,584.79,21009.31,Falha,2023,10,35.92624702884797
2023-06-30 20:23:43.422100,Sul,Solar,654.91,12533.19,Normal,2023,6,19.13727077002947
2024-09-12 20:23:43.422100,Nordeste,Eólica,380.7,9200.49,Normal,2024,9,24.16729708431836
2024-09-15 20:23:43.422100,Sul,Eólica,601.36,21659.98,Normal,2024,9,36.018325129706
2023-03-23 20:23:43.422100,Norte,Hidrelétrica,473.9,24754.57,Normal,2023,3,52.23585144545263
2021-06-22 20:23:43.422100,Sudeste,Hidrelétrica,492.29,17933.19,Normal,2021,6,36.42810132239127
2024-09-13 20:23:43.422100,Centro-Oeste,Hidrelétrica,312.28,15679.12,Normal,2024,9,50.20853080568721
2023-05-08 20:23:43.422100,Sudeste,Hidrelétrica,270.54,10293.18,Manutenção,2023,5,38.0467952982923
2025-07-31 20:23:43.422100,Sudeste,Eólica,448.14,12004.59,Normal,2025,7,26.787588699959834
2024-08-25 20:23:43.422100,Sudeste,Hidrelétrica,589.76,23624.71,Normal,2024,8,40.058176207270755
2021-11-21 20:23:43.422100,Norte,Eólica,463.4,17702.23,Normal,2021,11,38.200755287009066
2022-03-09 20:23:43.422100,Sudeste,Solar,527.5,9964.9,Normal,2022,3,18.89080568720379
2021-07-30 20:23:43.422100,Nordeste,Hidrelétrica,114.3,6777.98,Normal,2021,7,59.29991251093613
2024-02-25 20:23:43.422100,Norte,Hidrelétrica,544.66,13871.6,Normal,2024,2,25.468365585870085
2023-03-21 20:23:43.422100,Nordeste,Eólica,666.19,21247.58,Normal,2023,3,31.894174334649275
2023-03-25 20:23:43.422100,Centro-Oeste,Hidrelétrica,395.73,20387.8,Normal,2023,3,51.519470345942935
2021-10-31 20:23:43.422100,Sudeste,Hidrelétrica,582.01,17856.82,Normal,2021,10,30.68129413583959
2025-06-29 20:23:43.422100,Nordeste,Hidrelétrica,518.57,6153.66,Normal,2025,6,11.866594673814527
2024-05-05 20:23:43.422100,Nordeste,Solar,369.04,7456.08,Manutenção,2024,5,20.203988727509213
2024-01-20 20:23:43.422100,Sudeste,Hidrelétrica,451.74,17199.09,Manutenção,2024,1,38.07298446008766
2023-09-24 20:23:43.422100,Sul,Hidrelétrica,614.23,9706.96,Normal,2023,9,15.803461244159353
2024-06-09 20:23:43.422100,Sudeste,Eólica,335.87,8151.47,Normal,2024,6,24.26971745020395
2025-03-13 20:23:43.422100,Sudeste,Nuclear,681.94,6745.45,Normal,2025,3,9.891559374725048
2023-04-17 20:23:43.422100,Sudeste,Termelétrica,718.64,24987.53,Normal,2023,4,34.77058054102193
2021-10-23 20:23:43.422100,Sudeste,Hidrelétrica,415.44,16089.72,Normal,2021,10,38.72934719815136
2025-12-07 20:23:43.422100,Sul,Hidrelétrica,546.98,22523.82,Normal,2025,12,41.17850744085707
2022-05-05 20:23:43.422100,Sudeste,Hidrelétrica,589.31,9860.44,Normal,2022,5,16.732178310227216
2022-09-16 20:23:43.422100,Centro-Oeste,Hidrelétrica,246.74,4221.74,Normal,2022,9,17.110075382994243
2024-05-19 20:23:43.422100,Sul,Hidrelétrica,549.3,28782.777500000004,Normal,2024,5,52.39901237939196
2026-02-16 20:23:43.422100,Sul,Hidrelétrica,73.6,21798.41,Normal,2026,2,296.1740489130435
2025-03-12 20:23:43.422100,Nordeste,Hidrelétrica,574.81,16920.48,Normal,2025,3,29.436648631721788
2022-12-10 20:23:43.422100,Sudeste,Hidrelétrica,304.65,18797.95,Normal,2022,12,61.703430165764
2022-04-20 20:23:43.422100,Sudeste,Termelétrica,662.27,12498.34,Normal,2022,4,18.871970646413097
2026-04-25 20:23:43.422100,Sudeste,Solar,410.97,6545.21,Normal,2026,4,15.9262476579799
2026-03-23 20:23:43.422100,Centro-Oeste,Hidrelétrica,410.89,12849.71,Normal,2026,3,31.27287108471854
2024-08-05 20:23:43.422100,Sudeste,Eólica,518.29,17986.52,Normal,2024,8,34.703582936194024
2024-02-12 20:23:43.422100,Nordeste,Hidrelétrica,394.06,17449.88,Normal,2024,2,44.28229203674567
2021-12-29 20:23:43.422100,Nordeste,Hidrelétrica,379.52,16984.08,Normal,2021,12,44.75147554806072
2022-08-06 20:23:43.422100,Sul,Eólica,674.62,12619.84,Normal,2022,8,18.70659037680472
2024-01-05 20:23:43.422100,Sudeste,Hidrelétrica,571.0,16867.26,Manutenção,2024,1,29.53985989492119
2023-05-21 20:23:43.422100,Sul,Eólica,661.67,18537.81,Normal,2023,5,28.016700167757346
2025-01-29 20:23:43.422100,Sudeste,Hidrelétrica,539.19,15004.24,Manutenção,2025,1,27.827370685658114
2021-06-29 20:23:43.422100,Sudeste,Eólica,394.32,21679.29,Normal,2021,6,54.97892574558735
2023-03-29 20:23:43.422100,Sudeste,Solar,532.16,19404.47,Normal,2023,3,36.46360117257968
2022-03-09 20:23:43.422100,Nordeste,Termelétrica,491.72,10163.45,Normal,2022,3,20.66918164809241
2025-01-16 20:23:43.422100,Sudeste,Hidrelétrica,431.29,9125.32,Normal,2025,1,21.158199819147207
2022-07-31 20:23:43.422100,Sudeste,Hidrelétrica,648.8,16058.56,Normal,2022,7,24.751171393341554
2025-07-07 20:23:43.422100,Sudeste,Hidrelétrica,561.15,11605.15,Normal,2025,7,20.681012207074758
2022-03-10 20:23:43.422100,Nordeste,Termelétrica,540.83,14726.27,Normal,2022,3,27.22901836066786
2024-08-08 20:23:43.422100,Nordeste,Hidrelétrica,437.07,7809.94,Normal,2024,8,17.868853959320017
2025-05-15 20:23:43.422100,Nordeste,Hidrelétrica,639.33,6294.9,Normal,2025,5,9.846088874290272
2024-04-05 20:23:43.422100,Sudeste,Hidrelétrica,441.29,18931.11,Normal,2024,4,42.899476534705066
2021-06-15 20:23:43.422100,Sul,Hidrelétrica,572.75,12286.25,Normal,2021,6,21.451331296377127
2023-07-06 20:23:43.422100,Sul,Termelétrica,656.98,15656.35,Normal,2023,7,23.830786325306708
2023-01-08 20:23:43.422100,Nordeste,Eólica,512.83,18562.42,Normal,2023,1,36.196049373086595
2025-03-23 20:23:43.422100,Nordeste,Hidrelétrica,626.57,17770.13,Normal,2025,3,28.36096525527874
2024-09-08 20:23:43.422100,Norte,Termelétrica,609.08,13351.91,Manutenção,2024,9,21.92143889144283
2024-03-03 20:23:43.422100,Centro-Oeste,Hidrelétrica,315.74,8624.54,Normal,2024,3,27.31532273389498
2021-12-08 20:23:43.422100,Sudeste,Termelétrica,589.19,11947.92,Normal,2021,12,20.278551910249664
2022-10-12 20:23:43.422100,Sul,Solar,394.94,6090.4,Normal,2022,10,15.4210766192333
2024-02-10 20:23:43.422100,Nordeste,Hidrelétrica,552.15,15601.66,Normal,2024,2,28.256198496785295
2024-07-08 20:23:43.422100,Nordeste,Hidrelétrica,619.44,11345.35,Normal,2024,7,18.31549464032029
2021-09-19 20:23:43.422100,Nordeste,Termelétrica,595.07,21210.71,Normal,2021,9,35.64405868217184
2024-10-25 20:23:43.422100,Centro-Oeste,Hidrelétrica,497.98,9274.82,Normal,2024,10,18.624884533515402
2026-01-24 20:23:43.422100,Sudeste,Nuclear,470.29,16583.66,Normal,2026,1,35.26262518871334
2023-12-31 20:23:43.422100,Sudeste,Termelétrica,717.49,8112.24,Normal,2023,12,11.306415420423978
2023-09-06 20:23:43.422100,Sudeste,Solar,762.82,26705.55,Normal,2023,9,35.00897983796963
2025-12-21 20:23:43.422100,Sudeste,Hidrelétrica,560.16,19681.13,Normal,2025,12,35.13483647529278
2024-12-06 20:23:43.422100,Nordeste,Hidrelétrica,189.5,18759.34,Normal,2024,12,98.99387862796834
2023-12-09 20:23:43.422100,Nordeste,Eólica,308.21,13180.34,Normal,2023,12,42.7641543103728
2021-07-22 20:23:43.422100,Norte,Eólica,447.98,12389.19,Normal,2021,7,27.65567659270503
2025-12-20 20:23:43.422100,Sudeste,Hidrelétrica,637.75,13150.5,Normal,2025,12,20.62014896119169
2023-08-06 20:23:43.422100,Sudeste,Termelétrica,508.76,5208.41,Manutenção,2023,8,10.237459705951725
2023-07-15 20:23:43.422100,Sudeste,Termelétrica,749.03,21854.05,Normal,2023,7,29.17646823224704
2025-06-18 20:23:43.422100,Norte,Hidrelétrica,577.83,9748.45,Normal,2025,6,16.870792447605698
2021-11-06 20:23:43.422100,Sudeste,Eólica,605.24,16652.17,Normal,2021,11,27.513333553631615
2025-04-01 20:23:43.422100,Norte,Eólica,236.5,22096.73,Normal,2025,4,93.4322621564482
2021-08-23 20:23:43.422100,Nordeste,Hidrelétrica,505.17,14243.97,Normal,2021,8,28.196389334283506
2021-07-22 20:23:43.422100,Centro-Oeste,Hidrelétrica,580.05,17312.89,Normal,2021,7,29.847237307128697
2025-07-06 20:23:43.422100,Centro-Oeste,Solar,475.54,12712.6,Normal,2025,7,26.73297724691929
2026-05-26 20:23:43.422100,Sudeste,Hidrelétrica,406.83,17264.52,Normal,2026,5,42.436693459184426
2024-09-11 20:23:43.422100,Sudeste,Eólica,554.64,11758.06,Normal,2024,9,21.199444684840618
2025-04-12 20:23:43.422100,Nordeste,Eólica,429.48,14344.3,Normal,2025,4,33.39922697215237
2025-03-01 20:23:43.422100,Nordeste,Hidrelétrica,455.76,12042.54,Falha,2025,3,26.422985781990523
2024-03-25 20:23:43.422100,Nordeste,Hidrelétrica,446.93,11151.02,Normal,2024,3,24.95026066721858
2023-09-08 20:23:43.422100,Nordeste,Solar,642.78,21952.83,Falha,2023,9,34.152945020069076
2022-04-06 20:23:43.422100,Nordeste,Hidrelétrica,691.26,13870.8,Normal,2022,4,20.06596649596389
2023-06-26 20:23:43.422100,Sudeste,Hidrelétrica,661.91,5193.54,Manutenção,2023,6,7.846293302714871
2022-08-14 20:23:43.422100,Nordeste,Hidrelétrica,98.72,12048.94,Normal,2022,8,122.05166126418153
2026-04-23 20:23:43.422100,Sudeste,Hidrelétrica,468.97,14989.64,Normal,2026,4,31.962897413480604
2022-04-21 20:23:43.422100,Centro-Oeste,Hidrelétrica,601.4,15693.1,Manutenção,2022,4,26.094280013302296
2024-05-10 20:23:43.422100,Nordeste,Hidrelétrica,471.97,9447.23,Normal,2024,5,20.016590037502382
2023-06-28 20:23:43.422100,Centro-Oeste,Hidrelétrica,566.37,955.7,Normal,2023,6,1.6874128220068154
2024-11-11 20:23:43.422100,Sudeste,Hidrelétrica,485.61,16120.51,Normal,2024,11,33.19641275921006
2024-11-01 20:23:43.422100,Sudeste,Eólica,397.38,12118.59,Falha,2024,11,30.496225275554885
2022-12-28 20:23:43.422100,Norte,Hidrelétrica,608.38,14400.69,Normal,2022,12,23.670551300174235
2024-05-07 20:23:43.422100,Sul,Eólica,360.65,6229.99,Normal,2024,5,17.274338000831833
2025-11-16 20:23:43.422100,Norte,Termelétrica,437.57,8175.87,Normal,2025,11,18.684713303014377
2025-11-11 20:23:43.422100,Sul,Hidrelétrica,528.33,18887.73,Normal,2025,11,35.74987223894157
2024-02-29 20:23:43.422100,Norte,Solar,321.71,9974.3,Manutenção,2024,2,31.004009822510955
2024-12-06 20:23:43.422100,Sudeste,Hidrelétrica,515.33,15655.61,Normal,2024,12,30.3797760658219
2025-05-09 20:23:43.422100,Sudeste,Hidrelétrica,492.36,18783.74,Normal,2025,5,38.15041839304574
2021-09-01 20:23:43.422100,Sudeste,Eólica,431.7,11942.32,Normal,2021,9,27.663470002316423
2024-06-13 20:23:43.422100,Norte,Termelétrica,479.74,27261.72,Normal,2024,6,56.826030766665276
2024-06-03 20:23:43.422100,Nordeste,Eólica,454.58,12812.94,Normal,2024,6,28.186325839236222
2024-12-30 20:23:43.422100,Sudeste,Hidrelétrica,368.69,10172.81,Manutenção,2024,12,27.591770864411835
2024-07-15 20:23:43.422100,Sul,Hidrelétrica,431.33,14146.03,Manutenção,2024,7,32.79630445366657
2023-08-20 20:23:43.422100,Sudeste,Hidrelétrica,503.82,18571.8,Manutenção,2023,8,36.86197451470763
2022-10-01 20:23:43.422100,Centro-Oeste,Eólica,688.76,11430.82,Normal,2022,10,16.59623090771822
2022-08-23 20:23:43.422100,Norte,Hidrelétrica,377.98,12675.83,Normal,2022,8,33.535716175459015
2025-07-30 20:23:43.422100,Sudeste,Hidrelétrica,401.97,19936.29,Normal,2025,7,49.59646242256885
2021-11-09 20:23:43.422100,Nordeste,Solar,454.46,14714.76,Normal,2021,11,32.3785591691238
2021-11-26 20:23:43.422100,Norte,Hidrelétrica,720.16,12410.42,Normal,2021,11,17.23286491890691
2022-09-09 20:23:43.422100,Sudeste,Solar,381.7,19117.02,Normal,2022,9,50.08388787005502
2023-11-24 20:23:43.422100,Centro-Oeste,Solar,284.06,4208.2,Normal,2023,11,14.814475814968668
2023-06-02 20:23:43.422100,Norte,Termelétrica,561.52,22291.18,Normal,2023,6,39.69792705513606
2023-08-29 20:23:43.422100,Nordeste,Hidrelétrica,522.73,4841.63,Normal,2023,8,9.262200371128499
2023-12-28 20:23:43.422100,Sudeste,Hidrelétrica,497.38,20743.69,Normal,2023,12,41.70591901564196
2021-06-04 20:23:43.422100,Norte,Nuclear,500.23,20001.69,Normal,2021,6,39.984986906023224
2022-04-23 20:23:43.422100,Sul,Hidrelétrica,309.41,10077.23,Normal,2022,4,32.56918005235771
2023-07-12 20:23:43.422100,Nordeste,Hidrelétrica,539.19,17551.35,Normal,2023,7,32.55132699048572
2026-01-19 20:23:43.422100,Norte,Hidrelétrica,679.2,13008.54,Manutenção,2026,1,19.15273851590106
2021-10-26 20:23:43.422100,Sudeste,Termelétrica,641.02,15245.3,Normal,2021,10,23.782877289320144
2024-06-10 20:23:43.422100,Sudeste,Hidrelétrica,613.18,23190.57,Normal,2024,6,37.82016699827131
2021-10-22 20:23:43.422100,Nordeste,Hidrelétrica,796.58,16607.18,Normal,2021,10,20.84810063019408
2025-12-01 20:23:43.422100,Centro-Oeste,Eólica,422.34,20014.26,Normal,2025,12,47.38897570677653
2025-04-02 20:23:43.422100,Norte,Hidrelétrica,456.13,14794.92,Manutenção,2025,4,32.43575296516344
2023-11-29 20:23:43.422100,Sudeste,Eólica,359.72,5344.88,Normal,2023,11,14.858445457578116
2025-09-16 20:23:43.422100,Centro-Oeste,Eólica,765.67,5310.35,Normal,2025,9,6.935559705878513
