Data,Região,Fonte_Energia,Geração_MWh,Custo_Operacional_BRL,Status_Operacao
2025-11-30 20:23:43.422100,Sudeste,Eólica,561.15,22739.71,Normal
2023-12-03 20:23:43.422100,Centro-Oeste,Solar,859.54,14405.47,Normal
2023-06-17 20:23:43.422100,Nordeste,Hidrelétrica,437.62,14048.22,Falha
2022-05-26 20:23:43.422100,Norte,Hidrelétrica,518.31,9420.11,Normal
2026-04-07 20:23:43.422100,Sudeste,Hidrelétrica,302.9,14641.5,Normal
2025-08-07 20:23:43.422100,Sudeste,Eólica,640.61,16159.0,Normal
2024-12-16 20:23:43.422100,Centro-Oeste,Hidrelétrica,730.9,13728.4,Normal
2025-08-05 20:23:43.422100,Sul,Hidrelétrica,229.14,27028.47,Manutenção
2023-08-12 20:23:43.422100,Centro-Oeste,Hidrelétrica,357.66,16462.11,Normal
2023-06-06 20:23:43.422100,Sudeste,Solar,405.9,19230.86,Manutenção
2024-04-01 20:23:43.422100,Sul,Hidrelétrica,569.68,8387.36,Normal
2024-09-25 20:23:43.422100,Sudeste,Solar,401.97,11889.31,Normal
2025-12-08 20:23:43.422100,Sudeste,Termelétrica,171.21,15757.04,Normal
2022-09-25 20:23:43.422100,Sudeste,Hidrelétrica,599.01,18609.01,Normal
2021-06-25 20:23:43.422100,Centro-Oeste,Solar,438.02,17904.45,Normal
2023-05-12 20:23:43.422100,Sudeste,Hidrelétrica,496.96,20199.29,Normal
2024-04-25 20:23:43.422100,Nordeste,Solar,651.75,19604.47,Manutenção
2024-12-15 20:23:43.422100,Centro-Oeste,Hidrelétrica,741.47,4858.0,Normal
2024-11-03 20:23:43.422100,Nordeste,Termelétrica,559.13,15761.3,Normal
2021-08-22 20:23:43.422100,Norte,Nuclear,491.1,33868.35,Normal
2025-07-04 20:23:43.422100,Sudeste,Hidrelétrica,545.8,12401.55,Normal
2021-10-01 20:23:43.422100,Sul,Hidrelétrica,317.11,11382.95,Normal
2023-08-18 20:23:43.422100,Norte,Eólica,357.21,13564.18,Normal
2022-11-16 20:23:43.422100,Nordeste,Eólica,521.34,14445.16,Normal
2021-10-20 20:23:43.422100,Centro-Oeste,Nuclear,405.52,12197.16,Normal
2025-08-24 20:23:43.422100,Sudeste,Termelétrica,494.56,18953.68,Normal
2024-10-15 20:23:43.422100,Nordeste,Termelétrica,453.41,23084.22,Normal
2021-06-22 20:23:43.422100,Norte,Solar,492.73,12737.86,Normal
2025-10-18 20:23:43.422100,Sudeste,Hidrelétrica,480.32,11713.52,Normal
2025-04-15 20:23:43.422100,Sudeste,Termelétrica,323.75,17720.77,Normal
2021-08-03 20:23:43.422100,Norte,Hidrelétrica,506.37,14577.89,Normal
2022-01-16 20:23:43.422100,Nordeste,Hidrelétrica,752.14,21304.44,Normal
2021-09-14 20:23:43.422100,Sudeste,Hidrelétrica,156.87,21116.68,Normal
2024-08-10 20:23:43.422100,Nordeste,Hidrelétrica,587.99,15360.78,Normal
2021-09-16 20:23:43.422100,Nordeste,Hidrelétrica,679.14,7414.01,Manutenção
2022-01-11 20:23:43.422100,Sudeste,Eólica,558.32,19181.32,Manutenção
2021-09-16 20:23:43.422100,Sul,Eólica,428.33,14293.59,Normal
2025-06-30 20:23:43.422100,Nordeste,Hidrelétrica,546.82,23804.82,Normal
2021-07-01 20:23:43.422100,Centro-Oeste,Nuclear,499.11,14140.22,Normal
2023-02-10 20:23:43.422100,Centro-Oeste,Eólica,323.38,17139.85,Normal
2026-05-02 20:23:43.422100,Sul,Hidrelétrica,379.92,11952.76,Normal
2025-03-21 20:23:43.422100,Norte,Hidrelétrica,556.63,18732.16,Normal
2023-06-15 20:23:43.422100,Sudeste,Eólica,718.92,8728.55,Normal
2023-01-13 20:23:43.422100,Sudeste,Eólica,230.93,10275.35,Normal
2025-09-22 20:23:43.422100,Sul,Hidrelétrica,595.22,16622.37,Normal
2022-07-27 20:23:43.422100,Sudeste,Hidrelétrica,356.65,16875.43,Normal
2023-01-31 20:23:43.422100,Centro-Oeste,Hidrelétrica,313.25,18814.86,Normal
2025-08-17 20:23:43.422100,Centro-Oeste,Nuclear,368.22,13942.15,Normal
2023-04-20 20:23:43.422100,Centro-Oeste,Hidrelétrica,532.06,12173.76,Normal
2024-12-24 20:23:43.422100,Sudeste,Hidrelétrica,424.99,16556.04,Normal
2025-01-31 20:23:43.422100,Sudeste,Solar,445.24,15991.55,Normal
2026-03-25 20:23:43.422100,Sudeste,Hidrelétrica,459.34,8616.2,Normal
2025-06-03 20:23:43.422100,Centro-Oeste,Eólica,661.71,20969.1,Normal
2022-04-08 20:23:43.422100,Sudeste,Eólica,361.54,119055.8,Falha
2023-10-22 20:23:43.422100,Sul,Hidrelétrica,704.45,20054.33,Normal
2026-03-28 20:23:43.422100,Sul,Hidrelétrica,775.74,22839.12,Normal
2025-03-29 20:23:43.422100,Sudeste,Hidrelétrica,486.33,140531.1,Normal
2024-12-31 20:23:43.422100,Sudeste,Termelétrica,,22209.46,Manutenção
2025-05-28 20:23:43.422100,Sudeste,Solar,715.95,17292.97,Normal
2023-03-21 20:23:43.422100,Nordeste,Termelétrica,552.47,5361.85,Manutenção
2022-03-01 20:23:43.422100,Nordeste,Termelétrica,607.64,4875.95,Normal
2026-02-25 20:23:43.422100,Centro-Oeste,Eólica,680.01,11490.99,Normal
2025-10-20 20:23:43.422100,Nordeste,Eólica,488.32,16256.55,Normal
2025-08-02 20:23:43.422100,Sudeste,Termelétrica,576.0,11322.55,Normal
2023-02-11 20:23:43.422100,Sudeste,Solar,376.5,12469.34,Normal
2022-10-26 20:23:43.422100,Sudeste,Hidrelétrica,551.61,14972.02,Normal
2025-03-02 20:23:43.422100,Norte,Hidrelétrica,374.02,12448.17,Falha
2023-09-18 20:23:43.422100,Norte,Hidrelétrica,452.41,9767.71,Normal
2025-06-06 20:23:43.422100,Nordeste,Hidrelétrica,647.81,14702.14,Normal
2022-05-13 20:23:43.422100,Nordeste,Hidrelétrica,526.22,2121.78,Normal
2025-11-14 20:23:43.422100,Sul,Hidrelétrica,706.91,16931.18,Normal
2026-01-10 20:23:43.422100,Nordeste,Eólica,350.03,12113.49,Normal
2023-08-29 20:23:43.422100,Nordeste,Termelétrica,554.45,16425.29,Normal
2024-08-01 20:23:43.422100,Norte,Hidrelétrica,259.76,16736.15,Normal
2023-06-26 20:23:43.422100,Sudeste,Hidrelétrica,293.06,12191.32,Normal
2023-11-13 20:23:43.422100,Sudeste,Termelétrica,615.5,14792.26,Normal
2022-01-26 20:23:43.422100,Nordeste,Solar,433.52,106493.6,Normal
2022-11-22 20:23:43.422100,Sul,Solar,540.93,13326.41,Normal
2024-04-26 20:23:43.422100,Sudeste,Eólica,676.25,16881.66,Normal
2022-01-12 20:23:43.422100,Nordeste,Solar,576.93,16586.01,Normal
2022-11-27 20:23:43.422100,Centro-Oeste,Termelétrica,670.94,9858.95,Normal
2023-12-04 20:23:43.422100,Centro-Oeste,Termelétrica,613.32,13706.47,Normal
2024-10-26 20:23:43.422100,Nordeste,Eólica,709.09,11609.37,Normal
2021-06-03 20:23:43.422100,Sudeste,Hidrelétrica,450.93,21300.5,Normal
2025-02-02 20:23:43.422100,Nordeste,Hidrelétrica,658.56,13211.11,Normal
2022-09-08 20:23:43.422100,Centro-Oeste,Solar,367.53,15061.72,Normal
2026-03-19 20:23:43.422100,Centro-Oeste,Hidrelétrica,,8174.92,Normal
2021-08-11 20:23:43.422100,Centro-Oeste,Termelétrica,413.96,16492.14,Normal
2021-06-01 20:23:43.422100,Sul,Hidrelétrica,488.76,18535.68,Normal
2023-03-05 20:23:43.422100,Nordeste,Termelétrica,619.79,15757.36,Normal
2021-09-23 20:23:43.422100,Nordeste,Eólica,513.87,21629.69,Normal
2023-10-26 20:23:43.422100,Sudeste,Hidrelétrica,472.22,10805.81,Normal
2025-11-13 20:23:43.422100,Nordeste,Hidrelétrica,454.32,13672.51,Normal
2022-10-14 20:23:43.422100,Norte,Hidrelétrica,627.76,16367.15,Normal
2023-12-31 20:23:43.422100,Centro-Oeste,Hidrelétrica,278.5,13457.23,Normal
2022-12-23 20:23:43.422100,Nordeste,Eólica,332.94,14862.98,Normal
2025-06-01 20:23:43.422100,Centro-Oeste,Termelétrica,452.15,16874.33,Normal
2021-12-08 20:23:43.422100,Nordeste,Eólica,402.77,19244.22,Falha
2023-09-22 20:23:43.422100,Norte,Termelétrica,229.91,17394.14,Normal
2023-05-13 20:23:43.422100,Sudeste,Nuclear,250.16,13411.56,Normal
2025-04-13 20:23:43.422100,Norte,Hidrelétrica,539.9,11952.37,Falha
2024-04-12 20:23:43.422100,Sul,Eólica,288.64,10724.54,Normal
2025-05-26 20:23:43.422100,Nordeste,Hidrelétrica,165.76,20322.25,Normal
2021-11-17 20:23:43.422100,Sudeste,Hidrelétrica,614.56,19180.11,Normal
2025-01-11 20:23:43.422100,Sudeste,Hidrelétrica,324.74,18354.67,Falha
2025-12-22 20:23:43.422100,Nordeste,Hidrelétrica,646.38,21120.59,Manutenção
2022-04-19 20:23:43.422100,Sudeste,Solar,,22182.24,Normal
2025-05-01 20:23:43.422100,Sudeste,Hidrelétrica,536.2,16356.78,Normal
2024-07-13 20:23:43.422100,Nordeste,Hidrelétrica,652.58,18526.09,Normal
2023-09-11 20:23:43.422100,Sul,Termelétrica,476.12,18970.51,Normal
2026-05-13 20:23:43.422100,Norte,Hidrelétrica,566.66,11384.71,Normal
2023-05-22 20:23:43.422100,Nordeste,Solar,360.37,12996.64,Normal
2022-01-08 20:23:43.422100,Sudeste,Nuclear,559.79,14933.08,Normal
2022-11-11 20:23:43.422100,Nordeste,Eólica,240.84,11399.0,Normal
2021-09-18 20:23:43.422100,Sudeste,Eólica,595.38,25581.77,Normal
2021-10-15 20:23:43.422100,Sul,Hidrelétrica,248.85,9969.33,Manutenção
2022-12-08 20:23:43.422100,Sul,Eólica,783.44,20507.03,Normal
2021-05-29 20:23:43.422100,Centro-Oeste,Hidrelétrica,261.08,16704.88,Normal
2021-08-26 20:23:43.422100,Sul,Solar,393.93,17511.84,Normal
2023-03-13 20:23:43.422100,Centro-Oeste,Termelétrica,633.66,21990.52,Manutenção
2022-04-13 20:23:43.422100,Nordeste,Hidrelétrica,688.74,14818.35,Normal
2025-09-18 20:23:43.422100,Sudeste,Eólica,641.35,18080.74,Normal
2021-10-14 20:23:43.422100,Sudeste,Termelétrica,616.34,12641.94,Normal
2025-08-10 20:23:43.422100,Centro-Oeste,Eólica,569.08,17236.81,Normal
2023-09-20 20:23:43.422100,Sudeste,Hidrelétrica,453.17,23805.24,Normal
2022-02-11 20:23:43.422100,Centro-Oeste,Termelétrica,556.76,21366.98,Normal
2026-01-19 20:23:43.422100,Sudeste,Nuclear,449.71,17080.85,Normal
2023-11-16 20:23:43.422100,Sul,Hidrelétrica,508.25,107553.0,Normal
2023-04-18 20:23:43.422100,Centro-Oeste,Hidrelétrica,475.65,13989.84,Normal
2021-06-07 20:23:43.422100,Nordeste,Termelétrica,376.52,10154.32,Normal
2022-02-13 20:23:43.422100,Sudeste,Hidrelétrica,484.34,8009.6,Normal
2025-12-27 20:23:43.422100,Nordeste,Termelétrica,453.1,12164.05,Normal
2021-11-16 20:23:43.422100,Sudeste,Hidrelétrica,667.14,28316.94,Normal
2023-11-12 20:23:43.422100,Norte,Hidrelétrica,573.98,19292.81,Normal
2021-06-10 20:23:43.422100,Nordeste,Hidrelétrica,405.77,15943.65,Normal
2024-09-01 20:23:43.422100,Norte,Hidrelétrica,84.0,20116.37,Falha
2025-12-19 20:23:43.422100,Norte,Hidrelétrica,495.02,25580.69,Manutenção
2025-11-03 20:23:43.422100,Sudeste,Hidrelétrica,549.24,9582.84,Normal
2022-04-14 20:23:43.422100,Centro-Oeste,Hidrelétrica,,9605.33,Normal
2025-01-30 20:23:43.422100,Sul,Hidrelétrica,418.15,10835.45,Normal
2025-11-20 20:23:43.422100,Sudeste,Hidrelétrica,406.08,17031.24,Normal
2022-04-22 20:23:43.422100,Nordeste,Hidrelétrica,737.97,18818.67,Normal
2023-07-22 20:23:43.422100,Sudeste,Nuclear,646.03,15409.77,Normal
2023-07-14 20:23:43.422100,Sudeste,Hidrelétrica,,16856.25,Normal
2023-11-25 20:23:43.422100,Sudeste,Eólica,589.67,11667.57,Normal
2025-09-18 20:23:43.422100,Sudeste,Hidrelétrica,633.74,16383.16,Normal
2025-05-10 20:23:43.422100,Nordeste,Hidrelétrica,520.39,18225.33,Normal
2025-11-13 20:23:43.422100,Sudeste,Hidrelétrica,704.54,933.87,Normal
2024-06-20 20:23:43.422100,Centro-Oeste,Hidrelétrica,464.12,7810.18,Normal
2025-10-19 20:23:43.422100,Centro-Oeste,Eólica,505.59,5643.18,Manutenção
2022-04-11 20:23:43.422100,Sul,Nuclear,701.46,21393.93,Normal
2022-01-19 20:23:43.422100,Centro-Oeste,Eólica,453.87,19560.89,Normal
2022-04-27 20:23:43.422100,Sudeste,Hidrelétrica,725.9,23319.56,Normal
2022-06-08 20:23:43.422100,Centro-Oeste,Hidrelétrica,642.39,21867.63,Normal
2025-06-19 20:23:43.422100,Norte,Termelétrica,564.22,14631.77,Normal
2024-08-01 20:23:43.422100,Centro-Oeste,Hidrelétrica,540.26,12903.16,Normal
2023-01-06 20:23:43.422100,Sudeste,Eólica,,8960.05,Normal
2025-09-15 20:23:43.422100,Centro-Oeste,Hidrelétrica,252.91,6038.82,Normal
2022-10-23 20:23:43.422100,Centro-Oeste,Hidrelétrica,445.5,17235.6,Normal
2025-01-07 20:23:43.422100,Sudeste,Hidrelétrica,696.44,15529.85,Normal
2025-01-31 20:23:43.422100,Norte,Termelétrica,347.83,6397.91,Normal
2023-12-02 20:23:43.422100,Nordeste,Solar,243.45,15566.04,Normal
2025-10-10 20:23:43.422100,Sudeste,Hidrelétrica,295.88,12447.26,Manutenção
2025-03-01 20:23:43.422100,Sul,Hidrelétrica,713.85,10739.56,Normal
2026-05-05 20:23:43.422100,Centro-Oeste,Hidrelétrica,505.77,12869.03,Normal
2023-10-18 20:23:43.422100,Sul,Hidrelétrica,271.67,16229.43,Normal
2024-11-01 20:23:43.422100,Nordeste,Hidrelétrica,609.95,23004.8,Normal
2022-02-22 20:23:43.422100,Nordeste,Termelétrica,593.36,8969.29,Normal
2023-08-04 20:23:43.422100,Sudeste,Eólica,,6052.13,Falha
2025-01-02 20:23:43.422100,Sul,Termelétrica,553.07,13367.18,Normal
2023-05-23 20:23:43.422100,Nordeste,Solar,582.36,15188.21,Normal
2024-08-29 20:23:43.422100,Norte,Eólica,424.17,13936.31,Normal
2021-06-02 20:23:43.422100,Norte,Solar,703.95,5399.23,Normal
2023-09-26 20:23:43.422100,Nordeste,Hidrelétrica,442.0,12480.11,Normal
2025-03-31 20:23:43.422100,Sudeste,Hidrelétrica,272.49,10009.27,Normal
2021-08-14 20:23:43.422100,Sudeste,Solar,,12910.14,Normal
2025-05-01 20:23:43.422100,Centro-Oeste,Hidrelétrica,386.04,21997.74,Manutenção
2022-12-23 20:23:43.422100,Sudeste,Hidrelétrica,544.41,12718.38,Normal
2021-10-07 20:23:43.422100,Sul,Hidrelétrica,276.42,11133.65,Normal
2023-01-19 20:23:43.422100,Norte,Termelétrica,25.07,19739.08,Normal
2026-04-05 20:23:43.422100,Sudeste,Nuclear,391.84,10343.9,Normal
2024-04-28 20:23:43.422100,Sul,Eólica,596.83,8396.06,Normal
2021-08-25 20:23:43.422100,Nordeste,Nuclear,662.52,14031.86,Normal
2022-07-04 20:23:43.422100,Sudeste,Termelétrica,579.06,17079.22,Normal
2022-03-20 20:23:43.422100,Sudeste,Hidrelétrica,580.46,13167.51,Normal
2025-01-06 20:23:43.422100,Norte,Hidrelétrica,692.26,15983.87,Normal
2023-02-03 20:23:43.422100,Nordeste,Eólica,468.05,9494.37,Normal
2025-08-25 20:23:43.422100,Sudeste,Hidrelétrica,444.64,25043.94,Manutenção
2023-08-06 20:23:43.422100,Sudeste,Hidrelétrica,168.24,15185.05,Normal
2026-02-06 20:23:43.422100,Sudeste,Solar,582.4,17295.78,Normal
2025-12-14 20:23:43.422100,Nordeste,Hidrelétrica,403.04,25894.61,Normal
2022-07-24 20:23:43.422100,Sudeste,Termelétrica,553.65,14097.93,Normal
2024-04-09 20:23:43.422100,Nordeste,Hidrelétrica,,14496.31,Normal
2022-12-24 20:23:43.422100,Centro-Oeste,Hidrelétrica,568.06,19334.71,Normal
2021-10-18 20:23:43.422100,Centro-Oeste,Hidrelétrica,186.6,20739.87,Normal
2024-02-15 20:23:43.422100,Sudeste,Eólica,533.36,4788.7,Normal
2023-03-24 20:23:43.422100,Norte,Hidrelétrica,431.85,12120.91,Normal
2021-10-20 20:23:43.422100,Nordeste,Hidrelétrica,558.8,15147.06,Normal
2024-10-28 20:23:43.422100,Nordeste,Eólica,685.51,11404.13,Normal
2024-02-29 20:23:43.422100,Nordeste,Hidrelétrica,265.86,19730.25,Manutenção
2022-10-13 20:23:43.422100,Nordeste,Termelétrica,518.44,17192.93,Normal
2023-08-27 20:23:43.422100,Sudeste,Eólica,424.33,12484.44,Normal
2025-11-23 20:23:43.422100,Sudeste,Nuclear,536.33,13103.33,Normal
2021-09-09 20:23:43.422100,Sudeste,Hidrelétrica,515.82,18306.97,Normal
2024-04-25 20:23:43.422100,Centro-Oeste,Hidrelétrica,409.07,15241.89,Normal
2021-12-12 20:23:43.422100,Norte,Eólica,536.89,12611.26,Normal
2025-12-23 20:23:43.422100,Sul,Solar,361.47,15772.11,Normal
2022-12-28 20:23:43.422100,Nordeste,Hidrelétrica,684.0,17740.84,Normal
2022-06-23 20:23:43.422100,Sudeste,Eólica,301.51,16390.55,Normal
2024-09-12 20:23:43.422100,Sul,Hidrelétrica,515.97,13588.05,Normal
2022-12-03 20:23:43.422100,Sudeste,Nuclear,555.52,17194.87,Normal
2025-06-08 20:23:43.422100,Nordeste,Eólica,901.6,19439.97,Normal
2025-07-30 20:23:43.422100,Nordeste,Hidrelétrica,294.0,12695.72,Normal
2024-04-01 20:23:43.422100,Norte,Hidrelétrica,595.6,12794.24,Normal
2025-11-30 20:23:43.422100,Sudeste,Termelétrica,540.12,16728.64,Normal
2026-01-15 20:23:43.422100,Sudeste,Termelétrica,445.82,12726.02,Manutenção
2024-12-31 20:23:43.422100,Sudeste,Hidrelétrica,648.18,13082.74,Normal
2022-09-18 20:23:43.422100,Norte,Hidrelétrica,454.36,15153.01,Normal
2024-11-03 20:23:43.422100,Sudeste,Hidrelétrica,426.57,10455.76,Normal
2023-12-07 20:23:43.422100,Sudeste,Solar,344.92,7024.9,Normal
2022-07-22 20:23:43.422100,Nordeste,Eólica,403.01,23332.95,Normal
2021-11-01 20:23:43.422100,Nordeste,Termelétrica,442.56,16438.1,Manutenção
2022-11-29 20:23:43.422100,Sudeste,Solar,825.33,16297.16,Normal
2025-06-01 20:23:43.422100,Centro-Oeste,Hidrelétrica,611.89,27038.02,Normal
2024-06-22 20:23:43.422100,Nordeste,Hidrelétrica,549.8,20739.81,Normal
2024-03-14 20:23:43.422100,Norte,Eólica,626.98,20823.5,Normal
2024-02-19 20:23:43.422100,Sudeste,Hidrelétrica,621.17,18127.67,Normal
2025-05-02 20:23:43.422100,Nordeste,Termelétrica,390.53,24231.42,Normal
2024-01-04 20:23:43.422100,Nordeste,Hidrelétrica,519.47,13950.92,Manutenção
2022-03-13 20:23:43.422100,Sudeste,Hidrelétrica,420.26,11064.86,Falha
2024-11-26 20:23:43.422100,Sudeste,Hidrelétrica,549.95,7666.87,Manutenção
2021-12-10 20:23:43.422100,Sudeste,Hidrelétrica,880.56,16568.62,Manutenção
2023-01-16 20:23:43.422100,Centro-Oeste,Hidrelétrica,365.22,13752.13,Manutenção
2025-08-21 20:23:43.422100,Sudeste,Hidrelétrica,181.79,21679.94,Normal
2022-10-27 20:23:43.422100,Sudeste,Hidrelétrica,680.14,15827.38,Normal
2025-12-12 20:23:43.422100,Sul,Hidrelétrica,687.45,3410.49,Normal
2023-10-10 20:23:43.422100,Nordeste,Hidrelétrica,591.76,22877.37,Normal
2024-07-13 20:23:43.422100,Nordeste,Hidrelétrica,609.31,16697.93,Normal
2023-08-12 20:23:43.422100,Norte,Hidrelétrica,585.34,18822.87,Normal
2024-08-23 20:23:43.422100,Sudeste,Termelétrica,527.7,22957.74,Normal
2023-08-21 20:23:43.422100,Sudeste,Solar,474.68,2366.72,Normal
2022-01-11 20:23:43.422100,Nordeste,Termelétrica,481.12,15324.17,Manutenção
2021-12-30 20:23:43.422100,Centro-Oeste,Nuclear,484.34,17780.41,Normal
2024-01-01 20:23:43.422100,Nordeste,Hidrelétrica,457.71,19135.1,Normal
2026-02-11 20:23:43.422100,Nordeste,Eólica,845.44,17147.84,Normal
2021-06-12 20:23:43.422100,Sul,Hidrelétrica,547.78,10420.3,Normal
2024-08-21 20:23:43.422100,Sudeste,Termelétrica,377.89,19622.67,Normal
2025-12-25 20:23:43.422100,Norte,Hidrelétrica,475.26,23958.03,Normal
2024-12-03 20:23:43.422100,Nordeste,Hidrelétrica,887.63,18657.3,Manutenção
2024-08-21 20:23:43.422100,Norte,Nuclear,,17297.0,Normal
2021-07-14 20:23:43.422100,Sudeste,Termelétrica,367.48,5353.23,Normal
2022-04-17 20:23:43.422100,Centro-Oeste,Hidrelétrica,428.04,13463.99,Normal
2023-09-19 20:23:43.422100,Sul,Hidrelétrica,,13631.83,Normal
2026-01-31 20:23:43.422100,Sudeste,Termelétrica,521.76,15418.24,Normal
2021-10-05 20:23:43.422100,Sudeste,Hidrelétrica,619.55,10284.56,Normal
2025-05-02 20:23:43.422100,Sudeste,Termelétrica,360.63,16174.08,Normal
2021-08-31 20:23:43.422100,Sudeste,Termelétrica,742.36,11099.32,Normal
2023-02-14 20:23:43.422100,Nordeste,Hidrelétrica,559.31,21152.14,Normal
2023-06-22 20:23:43.422100,Sudeste,Hidrelétrica,380.59,14469.38,Normal
2025-01-03 20:23:43.422100,Sudeste,Hidrelétrica,485.31,22358.74,Normal
2023-07-31 20:23:43.422100,Centro-Oeste,Hidrelétrica,884.7,14638.42,Normal
2024-12-25 20:23:43.422100,Nordeste,Eólica,469.73,9898.31,Normal
2021-08-05 20:23:43.422100,Nordeste,Solar,563.79,10712.05,Normal
2026-01-06 20:23:43.422100,Nordeste,Hidrelétrica,712.85,13731.66,Normal
2021-06-08 20:23:43.422100,Norte,Hidrelétrica,509.31,16063.55,Normal
2024-11-26 20:23:43.422100,Sul,Hidrelétrica,716.98,21698.69,Normal
2023-10-17 20:23:43.422100,Sudeste,Hidrelétrica,459.35,25740.56,Manutenção
2022-11-29 20:23:43.422100,Sudeste,Eólica,509.53,14627.52,Normal
2024-07-29 20:23:43.422100,Sudeste,Termelétrica,474.93,24353.39,Normal
2023-05-10 20:23:43.422100,Sudeste,Hidrelétrica,527.09,14549.09,Normal
2021-06-20 20:23:43.422100,Sul,Termelétrica,443.06,14141.1,Normal
2023-08-21 20:23:43.422100,Centro-Oeste,Hidrelétrica,746.59,17261.63,Normal
2022-05-09 20:23:43.422100,Sudeste,Termelétrica,451.41,11109.23,Normal
2022-03-26 20:23:43.422100,Centro-Oeste,Hidrelétrica,597.44,19026.74,Normal
2022-05-26 20:23:43.422100,Sul,Termelétrica,588.61,12324.51,Normal
2022-06-28 20:23:43.422100,Sul,Termelétrica,523.03,7002.07,Normal
2022-01-01 20:23:43.422100,Sul,Solar,177.07,13966.08,Falha
2021-10-16 20:23:43.422100,Norte,Hidrelétrica,594.32,12853.47,Manutenção
2025-11-23 20:23:43.422100,Nordeste,Hidrelétrica,341.56,7552.82,Normal
2024-01-11 20:23:43.422100,Nordeste,Eólica,620.75,14201.49,Normal
2024-10-13 20:23:43.422100,Centro-Oeste,Hidrelétrica,645.39,16045.13,Normal
2024-02-07 20:23:43.422100,Centro-Oeste,Solar,508.32,18423.87,Manutenção
2024-02-15 20:23:43.422100,Nordeste,Solar,198.04,19443.05,Normal
2025-11-30 20:23:43.422100,Sudeste,Hidrelétrica,261.27,12436.47,Normal
2025-11-23 20:23:43.422100,Nordeste,Hidrelétrica,685.39,21970.34,Normal
2023-09-03 20:23:43.422100,Sul,Hidrelétrica,307.32,10672.32,Normal
2023-04-11 20:23:43.422100,Nordeste,Eólica,621.67,24596.57,Normal
2025-06-20 20:23:43.422100,Centro-Oeste,Hidrelétrica,407.72,21014.69,Normal
2024-02-26 20:23:43.422100,Sudeste,Hidrelétrica,563.07,12656.52,Falha
2022-05-19 20:23:43.422100,Sudeste,Hidrelétrica,,14184.75,Normal
2024-03-01 20:23:43.422100,Norte,Eólica,465.8,10789.76,Normal
2025-02-04 20:23:43.422100,Sudeste,Termelétrica,579.46,16862.43,Normal
2024-07-28 20:23:43.422100,Sudeste,Termelétrica,666.85,10204.25,Normal
2023-11-02 20:23:43.422100,Sul,Hidrelétrica,392.67,12390.0,Normal
2021-10-02 20:23:43.422100,Sul,Solar,524.2,21039.51,Normal
2024-07-01 20:23:43.422100,Sudeste,Termelétrica,,16169.08,Normal
2024-03-02 20:23:43.422100,Sul,Eólica,620.36,16327.24,Normal
2023-01-22 20:23:43.422100,Sudeste,Hidrelétrica,649.9,13646.36,Normal
2026-05-25 20:23:43.422100,Sul,Termelétrica,413.08,12482.38,Normal
2025-03-30 20:23:43.422100,Sul,Nuclear,571.23,10751.77,Normal
2024-03-07 20:23:43.422100,Sudeste,Hidrelétrica,665.73,7270.1,Normal
2021-07-18 20:23:43.422100,Centro-Oeste,Solar,383.03,17396.62,Normal
2024-04-15 20:23:43.422100,Nordeste,Hidrelétrica,379.28,26912.46,Normal
2025-06-22 20:23:43.422100,Sul,Hidrelétrica,525.5,12611.17,Normal
2025-01-07 20:23:43.422100,Sudeste,Hidrelétrica,299.71,11632.27,Normal
2025-01-08 20:23:43.422100,Nordeste,Hidrelétrica,563.01,17723.8,Normal
2026-03-13 20:23:43.422100,Nordeste,Eólica,548.79,13269.33,Normal
2023-07-16 20:23:43.422100,Sudeste,Hidrelétrica,688.71,19027.24,Normal
2025-04-28 20:23:43.422100,Centro-Oeste,Hidrelétrica,732.83,20241.9,Normal
2026-04-25 20:23:43.422100,Norte,Hidrelétrica,411.59,16530.63,Normal
2023-08-20 20:23:43.422100,Nordeste,Termelétrica,519.58,13877.37,Normal
2025-11-20 20:23:43.422100,Sudeste,Hidrelétrica,486.62,6656.7,Normal
2025-04-26 20:23:43.422100,Nordeste,Eólica,551.94,8104.55,Normal
2025-02-26 20:23:43.422100,Sudeste,Eólica,308.58,21588.35,Falha
2025-11-29 20:23:43.422100,Sudeste,Solar,604.32,16188.14,Normal
2022-07-22 20:23:43.422100,Sudeste,Hidrelétrica,624.91,14732.7,Normal
2024-09-15 20:23:43.422100,Nordeste,Hidrelétrica,457.58,15929.74,Normal
2024-02-05 20:23:43.422100,Norte,Termelétrica,194.89,17757.54,Normal
2023-08-31 20:23:43.422100,Sudeste,Hidrelétrica,407.01,11314.48,Normal
2024-03-18 20:23:43.422100,Sudeste,Hidrelétrica,432.76,18315.86,Manutenção
2022-12-16 20:23:43.422100,Nordeste,Solar,484.87,24571.47,Normal
2022-06-03 20:23:43.422100,Centro-Oeste,Solar,472.79,12974.09,Normal
2023-12-20 20:23:43.422100,Sul,Termelétrica,281.24,15253.51,Normal
2023-03-20 20:23:43.422100,Sul,Hidrelétrica,526.27,18968.03,Normal
2025-05-22 20:23:43.422100,Centro-Oeste,Termelétrica,623.48,11910.29,Normal
2024-01-22 20:23:43.422100,Norte,Solar,416.45,15873.23,Normal
2025-01-20 20:23:43.422100,Nordeste,Eólica,475.04,15317.62,Normal
2024-08-01 20:23:43.422100,Nordeste,Hidrelétrica,492.75,16713.24,Normal
2021-12-16 20:23:43.422100,Nordeste,Eólica,706.92,17833.39,Normal
